user;topic;link;utterance;category							
Wanda;consumerism;https://www.amazon.com/dp/B093B895PN/ref=pd_rhf_cr_s_pd_crcd_sccl_1_3/144-7406412-8916831?pd_rd_w=9Ga8K&content-id=amzn1.sym.cee83ff1-8fc1-4533-a3f5-bf3d998f4558&pf_rd_p=cee83ff1-8fc1-4533-a3f5-bf3d998f4558&pf_rd_r=3PV94CD5ZY73CEMQY4YH&pd_rd_wg=0NXkY&pd_rd_r=aa414460-dd2c-43e4-b73b-449c5c38109d&pd_rd_i=B093B895PN&psc=1;I honestly love it just as much as she does.;praise							
Kisha;consumerism;https://www.amazon.com/dp/B093B895PN/ref=pd_rhf_cr_s_pd_crcd_sccl_1_3/144-7406412-8916831?pd_rd_w=9Ga8K&content-id=amzn1.sym.cee83ff1-8fc1-4533-a3f5-bf3d998f4558&pf_rd_p=cee83ff1-8fc1-4533-a3f5-bf3d998f4558&pf_rd_r=3PV94CD5ZY73CEMQY4YH&pd_rd_wg=0NXkY&pd_rd_r=aa414460-dd2c-43e4-b73b-449c5c38109d&pd_rd_i=B093B895PN&psc=1;My daughter loved this set for her room so much came for a great price;praise							
Tamatha Washington;consumerism;https://www.amazon.com/dp/B093B895PN/ref=pd_rhf_cr_s_pd_crcd_sccl_1_3/144-7406412-8916831?pd_rd_w=9Ga8K&content-id=amzn1.sym.cee83ff1-8fc1-4533-a3f5-bf3d998f4558&pf_rd_p=cee83ff1-8fc1-4533-a3f5-bf3d998f4558&pf_rd_r=3PV94CD5ZY73CEMQY4YH&pd_rd_wg=0NXkY&pd_rd_r=aa414460-dd2c-43e4-b73b-449c5c38109d&pd_rd_i=B093B895PN&psc=1;Who wouldn�t love it when their teenager wants �retro� things in their room;concession							
Tamatha Washington;consumerism;https://www.amazon.com/dp/B093B895PN/ref=pd_rhf_cr_s_pd_crcd_sccl_1_3/144-7406412-8916831?pd_rd_w=9Ga8K&content-id=amzn1.sym.cee83ff1-8fc1-4533-a3f5-bf3d998f4558&pf_rd_p=cee83ff1-8fc1-4533-a3f5-bf3d998f4558&pf_rd_r=3PV94CD5ZY73CEMQY4YH&pd_rd_wg=0NXkY&pd_rd_r=aa414460-dd2c-43e4-b73b-449c5c38109d&pd_rd_i=B093B895PN&psc=1;It�s so cute and the value is there!;praise							
Kellie Panozzo;consumerism;https://www.amazon.com/dp/B093B895PN/ref=pd_rhf_cr_s_pd_crcd_sccl_1_3/144-7406412-8916831?pd_rd_w=9Ga8K&content-id=amzn1.sym.cee83ff1-8fc1-4533-a3f5-bf3d998f4558&pf_rd_p=cee83ff1-8fc1-4533-a3f5-bf3d998f4558&pf_rd_r=3PV94CD5ZY73CEMQY4YH&pd_rd_wg=0NXkY&pd_rd_r=aa414460-dd2c-43e4-b73b-449c5c38109d&pd_rd_i=B093B895PN&psc=1;It was good but it did take about 2-3 hours to do it all;concession							
Amanda M;consumerism;https://www.amazon.com/-/de/dp/B000AN1JEI/?_encoding=UTF8&pd_rd_w=f3fjz&content-id=amzn1.sym.3f4ca281-e55c-46d1-9425-fb252d20366f&pf_rd_p=3f4ca281-e55c-46d1-9425-fb252d20366f&pf_rd_r=M0FRJKWH5PCWYGBXYZYV&pd_rd_wg=TYLFn&pd_rd_r=9bb8878e-7a99-4514-8eed-eb4b490d22bb&ref_=pd_gw_exports_top_sellers_unrec;I was having a lot of issues with deodorants;concession							
Amanda M;consumerism;https://www.amazon.com/-/de/dp/B000AN1JEI/?_encoding=UTF8&pd_rd_w=f3fjz&content-id=amzn1.sym.3f4ca281-e55c-46d1-9425-fb252d20366f&pf_rd_p=3f4ca281-e55c-46d1-9425-fb252d20366f&pf_rd_r=M0FRJKWH5PCWYGBXYZYV&pd_rd_wg=TYLFn&pd_rd_r=9bb8878e-7a99-4514-8eed-eb4b490d22bb&ref_=pd_gw_exports_top_sellers_unrec;I tried every single kind you can imagine and nothing worked for me.;concession							
Amanda M;consumerism;https://www.amazon.com/-/de/dp/B000AN1JEI/?_encoding=UTF8&pd_rd_w=f3fjz&content-id=amzn1.sym.3f4ca281-e55c-46d1-9425-fb252d20366f&pf_rd_p=3f4ca281-e55c-46d1-9425-fb252d20366f&pf_rd_r=M0FRJKWH5PCWYGBXYZYV&pd_rd_wg=TYLFn&pd_rd_r=9bb8878e-7a99-4514-8eed-eb4b490d22bb&ref_=pd_gw_exports_top_sellers_unrec;I�ve been using this for a week	and I will never try anything else;praise						
Amanda M;consumerism;https://www.amazon.com/-/de/dp/B000AN1JEI/?_encoding=UTF8&pd_rd_w=f3fjz&content-id=amzn1.sym.3f4ca281-e55c-46d1-9425-fb252d20366f&pf_rd_p=3f4ca281-e55c-46d1-9425-fb252d20366f&pf_rd_r=M0FRJKWH5PCWYGBXYZYV&pd_rd_wg=TYLFn&pd_rd_r=9bb8878e-7a99-4514-8eed-eb4b490d22bb&ref_=pd_gw_exports_top_sellers_unrec;I am completely floored how well this actually works;praise							
